602.50	-160.50	8.47283935546875E+000	4.72108306884766E+001	0	-1.91059093922377E-002	-4.43782247602940E-002	-1.97461005300283E-002
602.50	-170.50	8.39025878906250E+000	4.67569198608398E+001	0	-1.02790370583534E-002	-1.82870272547007E-002	-2.74317595176399E-003
602.50	-180.50	8.44494628906250E+000	4.68205642700195E+001	0	3.41447838582098E-003	1.38268549926579E-003	3.41649656184018E-003
602.50	-190.50	8.56228637695313E+000	4.67444534301758E+001	0	5.77083975076675E-003	-1.21294392738491E-003	-2.15753260999918E-003
602.50	-200.50	8.65213012695313E+000	4.67665100097656E+001	0	1.33994687348604E-003	-1.21189933270216E-003	1.14408379886299E-004
602.50	-210.50	8.73950195312500E+000	4.67181243896484E+001	0	-4.31296619353816E-004	-2.04777810722589E-003	1.35752931237221E-003
602.50	-220.50	8.76318359375000E+000	4.67207489013672E+001	0	-1.47193763405085E-003	-4.39652195200324E-003	-5.69396000355482E-003
602.50	-230.50	8.73458862304688E+000	4.66195983886719E+001	0	-2.01853457838297E-003	-4.39248839393258E-003	-3.29479761421680E-003
602.50	-240.50	8.89620971679688E+000	4.66328582763672E+001	0	-8.44375137239695E-003	-4.67344745993614E-003	-9.38161928206682E-003
602.50	-250.50	8.85742187500000E+000	4.65272216796875E+001	0	-1.95120880380273E-003	-6.25285971909761E-003	1.17139499634504E-002
602.50	-260.50	9.28213500976563E+000	4.64952087402344E+001	0	6.30226079374552E-003	-7.45392125099897E-003	1.16787720471621E-002
602.50	-270.50	9.48333740234375E+000	4.63754730224609E+001	0	-1.53699563816190E-003	-3.66638973355293E-003	9.04863141477108E-003
602.50	-280.50	9.71322631835938E+000	4.64255371093750E+001	0	-3.89303220435977E-003	9.10447537899017E-003	3.10153211466968E-003
602.50	-290.50	9.72760009765625E+000	4.65648193359375E+001	0	-5.34077314659953E-003	-5.13094104826450E-003	-2.13129073381424E-002
602.50	-300.50	9.16320800781250E+000	4.60730285644531E+001	0	2.47812876477838E-003	-1.36307086795568E-002	-3.23672965168953E-002
602.50	-310.50	8.29098510742188E+000	4.57732238769531E+001	0	3.30428369343281E-002	-1.16881513968110E-002	-2.24646274000406E-002
602.50	-320.50	7.83264160156250E+000	4.55615539550781E+001	0	3.45353148877621E-002	-1.27367191016674E-002	-3.23518589138985E-002
602.50	-330.50	7.23587036132813E+000	4.54112243652344E+001	0	1.99639480561018E-002	-2.59361369535327E-003	-1.93044655025005E-002
602.50	-340.50	7.03689575195313E+000	4.54202575683594E+001	0	2.62337736785412E-003	-2.04973388463259E-004	-2.22778785973787E-002
602.50	-350.50	6.85385131835938E+000	4.54281463623047E+001	0	3.32035403698683E-003	-3.44670824706554E-002	-1.15953572094440E-002
602.50	-360.50	6.72418212890625E+000	4.50075378417969E+001	0	7.62971956282854E-003	-3.70955616235733E-002	-2.65818461775780E-002
602.50	-370.50	6.31137084960938E+000	4.49007873535156E+001	0	-1.47301945835352E-002	-6.59275613725185E-003	-3.81074585020542E-002
602.50	-380.50	5.21157836914063E+000	4.47052459716797E+001	0	-4.04843268916011E-003	-2.05153096467257E-002	-4.06243428587914E-002
602.50	-390.50	4.50515747070313E+000	4.43630218505859E+001	0	1.11387223005295E-002	-3.37655767798424E-002	-4.99394275248051E-002
602.50	-400.50	3.44342041015625E+000	4.38921203613281E+001	0	2.92015410959721E-002	-2.37712673842907E-002	-4.66700419783592E-002
602.50	-410.50	2.41384887695313E+000	4.36804351806641E+001	0	3.99478599429131E-002	-1.64590962231159E-002	-5.24262227118015E-002
602.50	-420.50	1.70834350585938E+000	4.34547576904297E+001	0	2.79237106442451E-002	-4.33953739702702E-002	-5.29958046972752E-002
602.50	-430.50	1.05432128906250E+000	4.27488708496094E+001	0	1.06347240507603E-002	-3.99957671761513E-002	-3.78413982689381E-002
602.50	-440.50	4.13482666015625E-001	4.25966644287109E+001	0	1.26944324001670E-002	-1.39984888955951E-002	-1.94892417639494E-002
602.50	-450.50	-1.36718712747097E-002	4.24428863525391E+001	0	4.08585369586945E-002	-4.31604422628880E-002	-1.74768529832363E-002
602.50	-460.50	1.51977539062500E-002	4.17689208984375E+001	0	4.50474843382835E-002	-6.14228770136833E-002	-1.84687450528145E-002
602.50	-470.50	-1.31805419921875E-001	4.12532653808594E+001	0	4.70889583230019E-002	-5.22628128528595E-002	4.03646798804402E-003
602.50	-480.50	1.70349121093750E-001	4.06789855957031E+001	0	4.37035374343395E-002	-4.32012155652046E-002	-7.24004581570625E-004
602.50	-490.50	2.42614746093750E-001	4.03573913574219E+001	0	3.21049541234970E-002	-2.79278233647346E-002	-1.43149048089981E-002
602.50	-500.50	-1.48742675781250E-001	4.01035766601563E+001	0	5.83814494311810E-002	-4.82269749045372E-002	-7.02411634847522E-004
602.50	-510.50	1.56616210937500E-001	3.93483276367188E+001	0	7.55040347576141E-002	-6.97101131081581E-002	6.44847517833114E-004
